장소유형,담당부서,장소명,읍면동 구분,소재지도로명주소,소재지지번주소,연락처,홈페이지,위도,경도,데이터기준일자,비고
민박,농업정책과,청조원2,대신면,경기도 여주시 대신면 현남길 111,경기도 여주시 대신면 천남리 625-8,031-881-4840,http://www.bluebirdpark.com,37.32367666,127.6183702,2025-12-16,
민박,농업정책과,콩깍지민박,금사면,경기도 여주시 금사면 안산길 128,경기도 여주시 금사면 주록리 169,,,37.36564039,127.466618,2025-12-16,
민박,농업정책과,토리샘,점동면,경기도 여주시 점동면 어우실길 67,경기도 여주시 점동면 관한리 420,031-882-7428,https://saemgarden.modoo.at/,37.15205503,127.6585449,2025-12-16,
민박,농업정책과,트리베리관광농원,산북면,경기도 여주시 산북면 주어로 198,경기도 여주시 산북면 주어리 417-1,031-883-0153,,37.41555522,127.4271066,2025-12-16,
민박,농업정책과,푸른하늘은하수,금사면,경기도 여주시 금사면 금품2로 761-42,경기도 여주시 금사면 도곡리 515-1,031-882-5878,http://www.shinesky.net/,37.38385859,127.4949633,2025-12-16,
민박,농업정책과,풀하우스,금사면,경기도 여주시 금사면 안산길 80,경기도 여주시 금사면 주록리 산 111,,,37.36834091,127.4700791,2025-12-16,
민박,농업정책과,품실마루,산북면,경기도 여주시 산북면 양자산길 25-24,경기도 여주시 산북면 명품리 97-10,,http://pumsilmalu.com,37.41338958,127.4487447,2025-12-16,
민박,농업정책과,피오르숲빌리지,산북면,경기도 여주시 산북면 광여로 1115,경기도 여주시 산북면 상품리 산 91-1,,http://fiordvillage.com/default/,37.39889207,127.4313951,2025-12-16,
민박,농업정책과,하모니하우스,오학동,경기도 여주시 현남길 72-13,경기도 여주시 현암동 539-1,,https://oopsl.modoo.at/,37.32260395,127.622589,2025-12-16,
민박,농업정책과,한가로이민박,오학동,경기도 여주시 신륵1길 47,경기도 여주시 천송동 342-11,,https://hangaroi.modoo.at/,37.30503874,127.6557368,2025-12-16,
민박,농업정책과,홍계곡민박,산북면,경기도 여주시 산북면 주어로 335,경기도 여주시 산북면 주어리 620,,,37.42389531,127.4183983,2025-12-16,
민박,농업정책과,홍두께책방 북스테이,북내면,경기도 여주시 북내면 중암2길 49,경기도 여주시 북내면 중암리 357-2,0507-1417-8863,,37.357248,127.713665,2025-12-16,
민박,농업정책과,화이트하우스,가남읍,경기도 여주시 가남읍 흑석로 317,경기도 여주시 가남읍 양귀리 621,,http://page.yatravel.co.kr/19934,37.19898147,127.5869444,2025-12-16,
민박,농업정책과,황토집최근집,세종대왕면,경기도 여주시 세종대왕면 매양로 152-1,경기도 여주시 세종대왕면 양거리 570,,,37.2631264,127.5420378,2025-12-16,
민방위대피시설,시민안전과,e편한세상여주아파트 지하주차장 B1,오학동,경기도 여주시 도예로 83-60,경기도 여주시 현암동 684,031-887-3486,,37.31335024,127.6390438,2025-12-16,
민방위대피시설,시민안전과,굿모닝타워 지하주차장 B1,가남읍,경기도 여주시 가남읍 일신로 29,경기도 여주시 가남읍 태평리 268-9,031-887-3344,,37.21375156,127.5423346,2025-12-16,
민방위대피시설,시민안전과,대신농업협동조합 지하1층 다용도실,대신면,경기도 여주시 대신면 여양로 1459,경기도 여주시 대신면 율촌리 336,031-887-3955,,37.37392403,127.5863305,2025-12-16,
민방위대피시설,시민안전과,동원아파트 지하주차장 B1,여흥동,경기도 여주시 세종로 173-69,경기도 여주시 홍문동 353,031-887-3774,,37.28391472,127.6408674,2025-12-16,
민방위대피시설,시민안전과,라파엘의집 지하1층 다용도실,강천면,경기도 여주시 강천면 원양1로 907,경기도 여주시 강천면 도전리 535,031-887-3998,,37.34647642,127.7341418,2025-12-16,
민방위대피시설,시민안전과,부영아파트 지하주차장 B1,여흥동,경기도 여주시 세종로 394-10,경기도 여주시 점봉동 430-6,031-887-3774,,37.26360482,127.6390288,2025-12-16,
민방위대피시설,시민안전과,산북면행정복지센터 지하1층,산북면,경기도 여주시 산북면 상품로 93,경기도 여주시 산북면 상품리 121,031-887-3926,,37.40206306,127.442956,2025-12-16,
민방위대피시설,시민안전과,삼한강변아파트 지하주차장 B1,중앙동,경기도 여주시 청심로 67,경기도 여주시 하동 122-8,031-887-3413,,37.30055083,127.6284377,2025-12-16,
민방위대피시설,시민안전과,성일우리미아파트 지하주차장 B1~B2,오학동,경기도 여주시 학동2길 12,경기도 여주시 오학동 361,031-887-3486,,37.30365713,127.6446644,2025-12-16,
민방위대피시설,시민안전과,세광리치타운아파트 지하주차장 B1,가남읍,경기도 여주시 가남읍 경충대로 1162-20,경기도 여주시 가남읍 심석리 118,031-887-3344,,37.19704872,127.5542481,2025-12-16,
민방위대피시설,시민안전과,신도브래뉴아파트 지하주차장 B1,오학동,경기도 여주시 학동2길 12,경기도 여주시 오학동 361,031-887-3486,,37.30365713,127.6446644,2025-12-16,
민방위대피시설,시민안전과,여주교육청 지하1층 다용도실,여흥동,경기도 여주시 청심로 181,경기도 여주시 상동 201-29,031-887-3774,,37.29718659,127.6404216,2025-12-16,
민방위대피시설,시민안전과,여주시온의집 지하1층,북내면,경기도 여주시 북내면 서원2길 37,경기도 여주시 북내면 서원리 187,031-887-3485,,37.39913666,127.6972028,2025-12-16,
민방위대피시설,시민안전과,여주시청 지하1층 구내식당,여흥동,경기도 여주시 세종로 1,경기도 여주시 홍문동 4,031-887-2568,,37.29821379,127.6366244,2025-12-16,
민방위대피시설,시민안전과,여주오드카운티아파트 지하주차장 B1~B2,오학동,경기도 여주시 도예로 83-36,경기도 여주시 현암동 683-1,031-887-3487,,37.31254272,127.6423116,2025-12-16,
민방위대피시설,시민안전과,여주일성남한강콘도 지하주차장 B1~B3,오학동,경기도 여주시 신륵로 5,경기도 여주시 천송동 585-2,031-887-3486,,37.30126167,127.6507889,2025-12-16,
민방위대피시설,시민안전과,영무빌딩 지하주차장 B1,여흥동,경기도 여주시 세종로 10,경기도 여주시 홍문동 15-4,031-887-3774,,37.29718729,127.6367513,2025-12-16,
민방위대피시설,시민안전과,영진리버빌 지하주차장 B1,여흥동,경기도 여주시 강변유원지길 22-35,경기도 여주시 연양동 348-4,031-887-3774,,37.2891602,127.6605364,2025-12-16,
민방위대피시설,시민안전과,예일세띠앙 지하주차장 B1,중앙동,경기도 여주시 세종로 204-20,경기도 여주시 교동 127,031-887-3413,,37.28014494,127.6341561,2025-12-16,
민방위대피시설,시민안전과,우찬셀레스아파트 지하주차장 B1,세종대왕면,경기도 여주시 세종대왕면 마장로 90,경기도 여주시 세종대왕면 신지리 1184,031-887-3896,,37.29886553,127.57553,2025-12-16,
민방위대피시설,시민안전과,이안여주강변아파트 지하주차장 B1,오학동,경기도 여주시 도예로 40,경기도 여주시 현암동 195-1,031-887-3486,,37.30725262,127.6417184,2025-12-16,
민방위대피시설,시민안전과,이포권역행복센터 지하1층 다용도실,흥천면,경기도 여주시 흥천면 이여로 1278-2,경기도 여주시 흥천면 계신리 15,031-887-3908,,37.3883542,127.5345796,2025-12-16,
민방위대피시설,시민안전과,점동농업협동조합 지하1층 다용도실,점동면,경기도 여주시 점동면 청안리길 8,경기도 여주시 점동면 청안리 157-2,031-887-3827,,37.20713084,127.6615551,2025-12-16,
민방위대피시설,시민안전과,정광휴레나아파트 지하주차장 B1,여흥동,경기도 여주시 점곡길 10-3,경기도 여주시 멱곡동 376-8,031-887-3774,,37.24590898,127.6515791,2025-12-16,
민방위대피시설,시민안전과,중앙프라자 지하주차장 B1~B2,중앙동,경기도 여주시 세종로14번길 18,경기도 여주시 창동 68,031-887-3413,,37.29744578,127.6350937,2025-12-16,
민방위대피시설,시민안전과,하동 현대아파트 지하주차장 B1,중앙동,경기도 여주시 청심로 79,경기도 여주시 하동 123,031-887-3413,,37.30039247,127.6292436,2025-12-16,
민방위대피시설,시민안전과,한성아파트 지하주차장 B1,중앙동,경기도 여주시 우암로 190,경기도 여주시 월송동 127-9,031-887-3413,,37.28739119,127.6191922,2025-12-16,
민방위대피시설,시민안전과,현진에버빌 지하주차장 B1,가남읍,경기도 여주시 가남읍 경충대로 1472-19,경기도 여주시 가남읍 신해리 632,031-887-3344,,37.21657427,127.5348193,2025-12-16,
민방위대피시설,시민안전과,호반리젠시빌 지하주차장 B1,중앙동,경기도 여주시 세종로 254-16,경기도 여주시 교동 81-2,031-887-3413,,37.27436375,127.632714,2025-12-16,
민방위대피시설,시민안전과,홍문동 현대아파트 지하주차장 B1,여흥동,경기도 여주시 세종로 61,경기도 여주시 홍문동 181,031-887-3774,,37.29171905,127.6368229,2025-12-16,
민방위대피시설,시민안전과,흥천농업협동조합 지하1층 다용도실,흥천면,경기도 여주시 흥천면 효자로 150,경기도 여주시 흥천면 효지리 376-13,031-887-3888,,37.33286174,127.5420262,2025-12-16,
박물관,문화예술과,아트뮤지엄 려,중앙동,경기도 여주시 명품로 370,경기도 여주시 연라동 758,031-887-2630,https://www.yeoju.go.kr/ryeo,37.23800665,127.6078507,2025-12-16,
박물관,문화예술과,여주박물관,오학동,경기도 여주시 신륵사길 6-12,경기도 여주시 천송동 588-6,031-887-3583,https://www.yeoju.go.kr/museum,37.29965313,127.6533791,2025-12-16,
박물관,문화예술과,폰박물관,여흥동,경기도 여주시 강변유원지길 105,경기도 여주시 연양동 304-8,031-887-3548,https://phone.yeoju.go.kr/,37.29306214,127.666904,2025-12-16,
숙박업소,보건행정과,(주)자연촌 여주참숯마을,강천면,경기도 여주시 강천면 걸촌동길 40,경기도 여주시 강천면 이호리 65-6,031-886-1119,,37.28876306,127.6997936,2025-12-16,
숙박업소,보건행정과,Y모텔,여흥동,경기도 여주시 세종로 507,경기도 여주시 점봉동 313-1,031-884-2525,,37.25527519,127.6481776,2025-12-16,
숙박업소,보건행정과,ZaZa무인텔,가남읍,경기도 여주시 가남읍 일신로 100,경기도 여주시 가남읍 신해리 398-7,031-884-5854,,37.21904472,127.5456685,2025-12-16,
숙박업소,보건행정과,가든하임,북내면,경기도 여주시 북내면 운촌길 211-14,경기도 여주시 북내면 운촌리 114-6,031-880-8881,,37.33196153,127.725886,2025-12-16,
숙박업소,보건행정과,강,가남읍,경기도 여주시 가남읍 경충대로 1527-17,경기도 여주시 가남읍 신해리 609-6,031-883-5788,,37.21751576,127.5302303,2025-12-16,
숙박업소,보건행정과,강변모텔,중앙동,경기도 여주시 강변로 78,경기도 여주시 하동 204-2,031-885-6777,,37.29937395,127.6346102,2025-12-16,
숙박업소,보건행정과,갤럭시모텔,세종대왕면,경기도 여주시 세종대왕면 중부대로2703번길 10,경기도 여주시 세종대왕면 번도리 899-11,,,37.29869888,127.6046173,2025-12-16,
숙박업소,보건행정과,궁전파크,대신면,경기도 여주시 대신면 여양로 1559,경기도 여주시 대신면 보통리 97-3,031-884-4208,,37.37559997,127.5769766,2025-12-16,
숙박업소,보건행정과,그린모텔,강천면,경기도 여주시 강천면 강문로 195,경기도 여주시 강천면 이호리 351-12,031-885-4466,,37.29206685,127.6829308,2025-12-16,
숙박업소,보건행정과,그린장모텔,흥천면,경기도 여주시 흥천면 흥천로 870,경기도 여주시 흥천면 문장리 336,,,37.35877725,127.5138554,2025-12-16,
숙박업소,보건행정과,그린파크,가남읍,경기도 여주시 가남읍 경충대로 1388,경기도 여주시 가남읍 태평리 232-2,031-883-8228,,37.21163088,127.5420783,2025-12-16,
숙박업소,보건행정과,금강산모텔,여흥동,경기도 여주시 강변유원지길 22-17,경기도 여주시 연양동 398-2,031-886-2341,,37.2906144,127.6596414,2025-12-16,
숙박업소,보건행정과,길손여인숙,점동면,경기도 여주시 점동면 청안로 126,경기도 여주시 점동면 청안리 130-12,031-882-6767,,37.20574611,127.6620107,2025-12-16,
숙박업소,보건행정과,꿈 무인텔,가남읍,경기도 여주시 가남읍 은봉길 26,경기도 여주시 가남읍 건장리 29-5,,,37.19199349,127.5558108,2025-12-16,
숙박업소,보건행정과,꿈의궁전,점동면,경기도 여주시 점동면 장여로 883,경기도 여주시 점동면 덕평리 170-6,031-881-6876,,37.17962506,127.6627661,2025-12-16,
숙박업소,보건행정과,남강호텔,오학동,경기도 여주시 강변북로 7,경기도 여주시 천송동 567-7,031-886-0303,,37.30066977,127.6489544,2025-12-16,
숙박업소,보건행정과,느티나무펜션,산북면,경기도 여주시 산북면 주어로 126-1,경기도 여주시 산북면 주어리 336,,,37.41161806,127.4323386,2025-12-16,
숙박업소,보건행정과,대성여관,오학동,경기도 여주시 신륵사길 19,경기도 여주시 천송동 290-9,031-885-2309,,37.29908223,127.6551255,2025-12-16,
숙박업소,보건행정과,대신장 모텔,대신면,경기도 여주시 대신면 여양로 1464-1,경기도 여주시 대신면 율촌리 377-6,031-883-4194,,37.37418617,127.5854683,2025-12-16,
숙박업소,보건행정과,동해여관,가남읍,경기도 여주시 가남읍 태평로 27,경기도 여주시 가남읍 태평리 141-14,031-884-0191,,37.20300646,127.5458908,2025-12-16,
숙박업소,보건행정과,두바이 버즈,가남읍,경기도 여주시 가남읍 건은로 25-1,경기도 여주시 가남읍 건장리 142-35,031-886-0431,,37.19552749,127.5489838,2025-12-16,
숙박업소,보건행정과,두바이무인텔,가남읍,경기도 여주시 가남읍 건은로 25-2,경기도 여주시 가남읍 건장리 142-36,031-884-0431,,37.19537532,127.549427,2025-12-16,
숙박업소,보건행정과,러브텔,대신면,경기도 여주시 대신면 여양로 1561,경기도 여주시 대신면 보통리 96-2,031-883-8643,,37.37555973,127.5767294,2025-12-16,
숙박업소,보건행정과,럭키모텔,대신면,경기도 여주시 대신면 여양로 1560,경기도 여주시 대신면 보통리 97-2,031-884-1350,,37.37611026,127.5775947,2025-12-16,
숙박업소,보건행정과,렉스모텔,여흥동,경기도 여주시 청심로 234-12,경기도 여주시 상동 109-2,031-886-8665,,37.29409412,127.6449647,2025-12-16,
숙박업소,보건행정과,리버 뷰,여흥동,경기도 여주시 강변유원지길 78-37,경기도 여주시 연양동 279-9,031-885-0392,,37.28976325,127.6669493,2025-12-16,
숙박업소,보건행정과,리버스호텔,여흥동,경기도 여주시 주내로 87,경기도 여주시 연양동 434,031-885-2165,,37.29221764,127.6552687,2025-12-16,
숙박업소,보건행정과,리버하우스여관,금사면,경기도 여주시 금사면 이포로 72,경기도 여주시 금사면 이포리 182-12,031-881-4958,,37.39497043,127.5367668,2025-12-16,
숙박업소,보건행정과,명성장여관,여흥동,경기도 여주시 청심로 165-48,경기도 여주시 상동 215-1,031-884-2515,,37.29773978,127.6389779,2025-12-16,
숙박업소,보건행정과,미래인,강천면,경기도 여주시 강천면 설경주길 118-10,경기도 여주시 강천면 간매리 53-2,031-881-3617,,37.27730927,127.7163786,2025-12-16,
숙박업소,보건행정과,발리모텔,여흥동,경기도 여주시 세종로79번길 18-5,경기도 여주시 홍문동 281-2,031-885-7075,,37.29007703,127.6372416,2025-12-16,
숙박업소,보건행정과,버치힐무인텔,여흥동,경기도 여주시 강변유원지길 83,경기도 여주시 연양동 327,,,37.29225838,127.6646218,2025-12-16,
숙박업소,보건행정과,사마리안하우스,여흥동,경기도 여주시 청심로 165,경기도 여주시 홍문동 127-3,,,37.29746355,127.6384731,2025-12-16,
숙박업소,보건행정과,삼봉파크,흥천면,경기도 여주시 흥천면 이여로 947-11,경기도 여주시 흥천면 문장리 311,031-883-1596,,37.36537857,127.516025,2025-12-16,
숙박업소,보건행정과,성원여관,여흥동,경기도 여주시 세종로 30-1,경기도 여주시 홍문동 66-4,031-882-4100,,37.29533493,127.6360882,2025-12-16,
숙박업소,보건행정과,세븐모텔,여흥동,경기도 여주시 주내로 48-10,경기도 여주시 상동 62-2,031-885-1171,,37.29210785,127.6505072,2025-12-16,
숙박업소,보건행정과,세종숙박,여흥동,경기도 여주시 여흥로 107,경기도 여주시 홍문동 55,,,37.29580787,127.6352691,2025-12-16,
숙박업소,보건행정과,세종파크,오학동,경기도 여주시 여양로 210-6,경기도 여주시 천송동 564-4,031-883-8888,,37.30144437,127.6505972,2025-12-16,
숙박업소,보건행정과,소설,가남읍,경기도 여주시 가남읍 경충대로 1527-21,경기도 여주시 가남읍 신해리 609-9,031-883-4788,,37.21730483,127.5305719,2025-12-16,
숙박업소,보건행정과,소풍모텔,여흥동,경기도 여주시 주내로 51,경기도 여주시 상동 57,031-885-8890,,37.29265477,127.6520953,2025-12-16,
숙박업소,보건행정과,송림장여관,중앙동,경기도 여주시 소양로 51,경기도 여주시 창동 141-10,031-882-7500,,37.29435421,127.6310486,2025-12-16,
숙박업소,보건행정과,송학장여관,오학동,경기도 여주시 신륵사길 25,경기도 여주시 천송동 290-8,031-885-3936,,37.29885452,127.655456,2025-12-16,
숙박업소,보건행정과,수궁장여관,흥천면,경기도 여주시 흥천면 이여로 608-30,경기도 여주시 흥천면 외사리 237-5,031-632-4960,,37.34173143,127.492971,2025-12-16,
숙박업소,보건행정과,수정파크,오학동,경기도 여주시 여양로 299,경기도 여주시 오학동 297-12,031-885-0380,,37.30838668,127.6444806,2025-12-16,
숙박업소,보건행정과,숲,가남읍,경기도 여주시 가남읍 경충대로 1527-23,경기도 여주시 가남읍 신해리 609-2,031-883-2788,,37.21712832,127.5309336,2025-12-16,
숙박업소,보건행정과,스톤모텔,세종대왕면,경기도 여주시 세종대왕면 마장로 80,경기도 여주시 세종대왕면 신지리 802-8,031-884-7152,,37.29877263,127.5743612,2025-12-16,
숙박업소,보건행정과,시月,중앙동,경기도 여주시 월평로 73,경기도 여주시 월송동 315-5,,,37.27716848,127.6049433,2025-12-16,
숙박업소,보건행정과,신라모텔,여흥동,경기도 여주시 세종로79번길 18-12,경기도 여주시 홍문동 272-6,031-886-7700,,37.29001656,127.6366399,2025-12-16,
숙박업소,보건행정과,신륵여관,오학동,경기도 여주시 신륵사길 13,경기도 여주시 천송동 296-1,031-885-2508,,37.29958491,127.6558254,2025-12-16,
숙박업소,보건행정과,썬모텔,여흥동,경기도 여주시 강변유원지길 17,경기도 여주시 연양동 430-1,031-885-1818,,37.29190975,127.6577723,2025-12-16,
숙박업소,보건행정과,썬밸리호텔,여흥동,경기도 여주시 강변유원지길 45,경기도 여주시 연양동 414-5,031-880-3889,,37.29309128,127.6610509,2025-12-16,
숙박업소,보건행정과,씨티모텔,여흥동,경기도 여주시 청심로 162,경기도 여주시 홍문동 124-4,031-885-2251,,37.2973849,127.6379541,2025-12-16,
숙박업소,보건행정과,아비숑여관,오학동,경기도 여주시 여양로 210-9,경기도 여주시 천송동 515-18,031-886-4700,,37.30180751,127.6506915,2025-12-16,
숙박업소,보건행정과,애플,가남읍,경기도 여주시 가남읍 경충대로 1465-24,경기도 여주시 가남읍 신해리 635,031-886-8090,,37.21398815,127.5378736,2025-12-16,
숙박업소,보건행정과,어썸,흥천면,경기도 여주시 흥천면 시광길 37-38,경기도 여주시 흥천면 신근리 799-23,031-886-0117,,37.30399372,127.5602801,2025-12-16,
숙박업소,보건행정과,에이스호텔,오학동,경기도 여주시 신륵사길 13-2,경기도 여주시 천송동 290-11,,,37.29950343,127.655262,2025-12-16,
숙박업소,보건행정과,에코,여흥동,경기도 여주시 주내로 66,경기도 여주시 상동 37-4,031-885-8445,,37.29134646,127.6530162,2025-12-16,
숙박업소,보건행정과,여주 마조렐글램핑리조트,여흥동,,경기도 여주시 멱곡동 354-4,,,37.24836673,127.6560535,2025-12-16,
숙박업소,보건행정과,여주남한강 J모텔,여흥동,경기도 여주시 주내로 39,경기도 여주시 상동 69-1,031-881-5200,,37.29320435,127.6505474,2025-12-16,
숙박업소,보건행정과,여주스테이,가남읍,경기도 여주시 가남읍 경충대로 948-4,경기도 여주시 가남읍 은봉리 158,031-882-6383,,37.17975267,127.5643464,2025-12-16,
숙박업소,보건행정과,여주온천,강천면,경기도 여주시 강천면 강문로 864,경기도 여주시 강천면 부평리 412-3,031-885-4800,,37.27117409,127.7275087,2025-12-16,
숙박업소,보건행정과,여주진모텔,중앙동,경기도 여주시 우암로 39,경기도 여주시 창동 140-1,031-882-6422,,37.29525425,127.6323288,2025-12-16,
숙박업소,보건행정과,여흥여관,여흥동,경기도 여주시 청심로166번길 17-1,경기도 여주시 상동 228-2,031-886-2272,,37.29589174,127.6380511,2025-12-16,
숙박업소,보건행정과,영빈장여관,여흥동,경기도 여주시 여흥로109번길 22,경기도 여주시 홍문동 16-2,031-885-2445,,37.29744425,127.6364535,2025-12-16,
숙박업소,보건행정과,영화파크여관,여흥동,경기도 여주시 여흥로128번길 3-22,경기도 여주시 홍문동 74-49,031-884-2546,,37.29498042,127.6386248,2025-12-16,
숙박업소,보건행정과,예터,점동면,경기도 여주시 점동면 오갑산길 148-124,경기도 여주시 점동면 당진리 7-9,,,37.1645914,127.6911094,2025-12-16,
숙박업소,보건행정과,오렌지 무인텔,가남읍,경기도 여주시 가남읍 경충대로 1465-28,경기도 여주시 가남읍 신해리 635-71,031-884-0778,,37.21407773,127.5383268,2025-12-16,
숙박업소,보건행정과,오성모텔,중앙동,경기도 여주시 청심로 123,경기도 여주시 하동 214-20,031-882-1972,,37.29880299,127.6342542,2025-12-16,
숙박업소,보건행정과,오월호텔AVE,오학동,경기도 여주시 강변북로 14,경기도 여주시 천송동 593-3,031-885-5585,,37.30146767,127.6485516,2025-12-16,
숙박업소,보건행정과,옥천유스텔,오학동,경기도 여주시 신륵사길 29,경기도 여주시 천송동 290-2,031-885-2476,,37.29877024,127.6558035,2025-12-16,
숙박업소,보건행정과,올레모텔,산북면,경기도 여주시 산북면 광여로 1076,경기도 여주시 산북면 상품리 543-3,031-883-0951,,37.395426,127.4287315,2025-12-16,
숙박업소,보건행정과,용궁여관,여흥동,경기도 여주시 청심로 164,경기도 여주시 홍문동 134-1,031-885-2649,,37.29731319,127.6381687,2025-12-16,
숙박업소,보건행정과,유성여인숙,중앙동,경기도 여주시 여흥로69번길 21,경기도 여주시 하동 184-3,,,37.2984432,127.6321006,2025-12-16,
숙박업소,보건행정과,이화모텔,가남읍,경기도 여주시 가남읍 태평중앙1길 13,경기도 여주시 가남읍 태평리 112-4,031-883-1790,,37.20186477,127.5461986,2025-12-16,
숙박업소,보건행정과,인모텔,여흥동,경기도 여주시 세종로 384,경기도 여주시 점봉동 436-1,,,37.26427556,127.63936,2025-12-16,
숙박업소,보건행정과,일성남한강콘도,오학동,경기도 여주시 신륵로 5,경기도 여주시 천송동 585-2,031-883-1199,,37.30126167,127.6507889,2025-12-16,
숙박업소,보건행정과,첼시모텔,중앙동,경기도 여주시 명품1로 254,경기도 여주시 연라동 551-7,031-882-4431,,37.25761416,127.6015189,2025-12-16,
숙박업소,보건행정과,캐슬모텔,가남읍,경기도 여주시 가남읍 태평로 11-1,경기도 여주시 가남읍 태평리 110-18,031-882-0246,,37.2021989,127.5469755,2025-12-16,
숙박업소,보건행정과,태평여관,가남읍,경기도 여주시 가남읍 태평로 37,경기도 여주시 가남읍 태평리 163-4,031-882-3595,,37.2035532,127.5448564,2025-12-16,
숙박업소,보건행정과,토마토 무인모텔,가남읍,경기도 여주시 가남읍 경충대로 1465-22,경기도 여주시 가남읍 신해리 635-69,031-885-6969,,37.21392878,127.5375548,2025-12-16,
숙박업소,보건행정과,파사장여관,대신면,경기도 여주시 대신면 여양1로 54,경기도 여주시 대신면 천서리 417-6,031-883-5350,,37.40414871,127.5515011,2025-12-16,
숙박업소,보건행정과,파인모텔,가남읍,경기도 여주시 가남읍 일신로 156-8,경기도 여주시 가남읍 신해리 60-2,031-882-9114,,37.22021745,127.5505293,2025-12-16,
숙박업소,보건행정과,파인힐여관,대신면,경기도 여주시 대신면 여양로 1570-8,경기도 여주시 대신면 보통리 86,031-881-4205,,37.37710812,127.577653,2025-12-16,
숙박업소,보건행정과,프로파크,대신면,경기도 여주시 대신면 여양로 1453-9,경기도 여주시 대신면 율촌리 334-1,031-884-2464,,37.37368201,127.5866589,2025-12-16,
숙박업소,보건행정과,프린스,여흥동,경기도 여주시 여흥로109번길 20,경기도 여주시 홍문동 16-8,031-881-6881,,37.29726352,127.6364837,2025-12-16,
숙박업소,보건행정과,필,중앙동,경기도 여주시 세종로 64,경기도 여주시 창동 159-11,031-885-0888,,37.29235885,127.6350665,2025-12-16,
숙박업소,보건행정과,하나펜션,산북면,경기도 여주시 산북면 광여로 1432-14,경기도 여주시 산북면 백자리 172,031-884-4988,,37.41591693,127.4563465,2025-12-16,
숙박업소,보건행정과,하늘이 열리는 무인텔,가남읍,경기도 여주시 가남읍 은봉길 7,경기도 여주시 가남읍 심석리 84-1,031-328-1000,,37.19229425,127.5572697,2025-12-16,
숙박업소,보건행정과,하이모텔,여흥동,경기도 여주시 청심로 234-18,경기도 여주시 상동 109-3,031-881-4696,,37.29391258,127.6448622,2025-12-16,
숙박업소,보건행정과,하이텔모텔,오학동,경기도 여주시 강변북로 69,경기도 여주시 오학동 374-10,031-884-3677,,37.3026647,127.6422703,2025-12-16,
숙박업소,보건행정과,한양여관,오학동,경기도 여주시 신륵사길 17,경기도 여주시 천송동 290-12,031-884-2662,,37.29932138,127.6549443,2025-12-16,
숙박업소,보건행정과,해슬리 햄릿 휴양콘도미니엄,중앙동,경기도 여주시 명품1로 76,경기도 여주시 연라동 산 92,031-887-9912,,37.25802901,127.6165623,2025-12-16,
숙박업소,보건행정과,해슬리생츄어리,중앙동,경기도 여주시 명품1로 76,경기도 여주시 연라동 산 92,031-887-9924,,37.25802901,127.6165623,2025-12-16,
숙박업소,보건행정과,해여림,산북면,경기도 여주시 산북면 해여림로 78,경기도 여주시 산북면 상품리 691,031-882-1700,,37.39171292,127.4383395,2025-12-16,
숙박업소,보건행정과,허브모텔,여흥동,경기도 여주시 강변유원지길 25,경기도 여주시 연양동 428,031-886-0330,,37.29199764,127.6588833,2025-12-16,
숙박업소,보건행정과,호텔마루,오학동,경기도 여주시 강변북로 73,경기도 여주시 오학동 374-4,031-885-6500,,37.30286691,127.6419167,2025-12-16,
숙박업소,보건행정과,힐사이드파크,여흥동,경기도 여주시 세종로 119,경기도 여주시 홍문동 418-3,031-884-0550,,37.28730799,127.6349966,2025-12-16,
야영장,관광체육과,금은모래 캠핑장,여흥동,경기도 여주시 강변유원지길 105,경기도 여주시 연양동 304-8,031-880-4092,https://camp.yjcmc.or.kr/gsmc,37.29306214,127.666904,2025-12-16,
야영장,관광체육과,두리캠핑장,흥천면,경기도 여주시 흥천면 이여로 778-10,경기도 여주시 흥천면 상대리 9-25,,https://booking.naver.com/booking/3/bizes/100853area=plt,37.35433832,127.5070416,2025-12-16,
야영장,관광체육과,블루마린 캠핑장,세종대왕면,경기도 여주시 세종대왕면 중부대로 2545-74,경기도 여주시 세종대왕면 번도리 239-1,,,37.30350569,127.5813962,2025-12-16,
야영장,관광체육과,여주 카라반 체험장,점동면,경기도 여주시 점동면 선사길 321,경기도 여주시 점동면 흔암리 17,02-2002-9847,https://yeojucaravan.modoo.at/,37.23807757,127.684189,2025-12-16,
야영장,관광체육과,여주산촌관광농원,금사면,경기도 여주시 금사면 금품1로 552,경기도 여주시 금사면 상호리 29-2,,,37.40378274,127.4913247,2025-12-16,
야영장,관광체육과,여주참숯마을 캠핑장,강천면,경기도 여주시 강천면 걸촌동길 38-1 ,경기도 여주시 강천면 이호리 53-2,031-886-1119,,37.28857817,127.6984973,2025-12-16,
야영장,관광체육과,오름새 ,산북면,경기도 여주시 산북면 송현길 111-29,경기도 여주시 산북면 송현리 465,,,37.3807184,127.455261,2025-12-16,
야영장,관광체육과,이포보 오토 캠핑장,대신면,경기도 여주시 대신면 여양로 1935-177,경기도 여주시 대신면 당남리 318-1,031-881-6384,https://camp.yjcmc.or.kr/epoc,37.38561385,127.5489583,2025-12-16,
야영장,관광체육과,이포보 웰빙캠핑장,대신면,경기도 여주시 대신면 여양로 1935-69,경기도 여주시 대신면 천서리 755,031-880-4092,https://camp.yjcmc.or.kr/epoc,37.39358473,127.5482829,2025-12-16,
