시도,시군구,보건기관명,상위기관명,기관유형,대표 전화번호,주소,홈페이지 주소,정규화시군,후보해석상태
경기도,양주시,봉암보건진료소,양주시보건소,보건진료소,031-863-5340,경기도 양주시 은현면 봉암14길 6 (봉암보건진료소) 봉암보건진료소,,양주시,requires_planning_review_existing_public_health_facility
경기도,양주시,연곡보건진료소,양주시보건소,보건진료소,031-878-6290,경기도 양주시 백석읍 부흥로419번길 26 연곡보건진료소,,양주시,requires_planning_review_existing_public_health_facility
경기도,포천시,덕둔보건진료소,포천시보건소,보건진료소,031-535-6274,경기도 포천시 신북면 청신로 896 (덕둔리보건진료소) 덕둔리보건진료소,,포천시,requires_planning_review_existing_public_health_facility
경기도,포천시,도평보건진료소,포천시보건소,보건진료소,031-535-8827,경기도 포천시 이동면 화동로2433번길 11-14 (도평리보건진료소) .,,포천시,requires_planning_review_existing_public_health_facility
경기도,포천시,야미보건진료소,포천시보건소,보건진료소,031-536-7465,경기도 포천시 영북면 호국로 3541 (야미리보건진료소) 1층,,포천시,requires_planning_review_existing_public_health_facility
경기도,포천시,오가보건진료소,포천시보건소,보건진료소,031-533-0376,경기도 포천시 창수면 창동로 15 (오가리보건진료소) 오가리보건진료소,,포천시,requires_planning_review_existing_public_health_facility
경기도,포천시,이곡보건진료소,포천시보건소,보건진료소,031-544-8006,경기도 포천시 소흘읍 이곡길 10 (이곡리보건진료소) .,,포천시,requires_planning_review_existing_public_health_facility
경기도,포천시,정교리보건진료소,포천시보건소,보건진료소,031-542-7434,경기도 포천시 가산면 정금로 67-1 (정교리보건진료소) 정교리보건진료소,,포천시,requires_planning_review_existing_public_health_facility
경기도,포천시,중리보건진료소,포천시보건소,보건진료소,031-533-1860,경기도 포천시 관인면 창동로 853 중리보건진료소,,포천시,requires_planning_review_existing_public_health_facility
경기도,포천시,지현보건진료소,포천시보건소,보건진료소,031-532-9714,경기도 포천시 화현면 봉화로 920 (지현리보건진료소) 지현리보건진료소,,포천시,requires_planning_review_existing_public_health_facility
경기도,포천시,길명보건진료소,포천시보건소,보건진료소,031-536-9657,경기도 포천시 일동면 영일로 668-27 길명리보건진료소,,포천시,requires_planning_review_existing_public_health_facility
경기도,여주시,강천보건진료소,여주시보건소,보건진료소,031-882-0765,경기도 여주시 강천면 강천리길 62-1 (강천보건진료소) .,,여주시,requires_planning_review_existing_public_health_facility
경기도,여주시,금당보건진료소,여주시보건소,보건진료소,031-882-5771,경기도 여주시 가남읍 금당리길 108 (금당보건진료소) .,,여주시,requires_planning_review_existing_public_health_facility
경기도,여주시,점동면뇌곡보건진료소,여주시보건소,보건진료소,031-882-7397,경기도 여주시 점동면 성주로 591 (뇌곡보건진료소) .,,여주시,requires_planning_review_existing_public_health_facility
경기도,여주시,도전보건진료소,여주시보건소,보건진료소,031-885-0225,경기도 여주시 강천면 원심동1길 32 (도전보건진료소) .,,여주시,requires_planning_review_existing_public_health_facility
경기도,여주시,매류보건진료소,여주시보건소,보건진료소,031-882-4820,경기도 여주시 세종대왕면 양화로 621 (매류보건진료소) .,,여주시,requires_planning_review_existing_public_health_facility
경기도,여주시,백석보건진료소,여주시보건소,보건진료소,031-882-4694,경기도 여주시 세종대왕면 능서로 495 (백석보건진료소) .,,여주시,requires_planning_review_existing_public_health_facility
경기도,여주시,삼승보건진료소,여주시보건소,보건진료소,031-882-5618,경기도 여주시 가남읍 삼정길 5 (삼승보건진료소) .,,여주시,requires_planning_review_existing_public_health_facility
경기도,여주시,상구보건진료소,여주시보건소,보건진료소,031-883-4812,경기도 여주시 대신면 상구2길 3 (상구보건진료소) .,,여주시,requires_planning_review_existing_public_health_facility
경기도,여주시,송촌보건진료소,여주시보건소,보건진료소,031-882-8510,경기도 여주시 대신면 여양1로 218 (송촌보건진료소) .,,여주시,requires_planning_review_existing_public_health_facility
경기도,여주시,오산보건진료소,여주시보건소,보건진료소,031-883-0281,경기도 여주시 가남읍 오산1길 5 (오산보건진료소) .,,여주시,requires_planning_review_existing_public_health_facility
경기도,여주시,장안보건진료소,여주시보건소,보건진료소,031-886-7281,경기도 여주시 점동면 안평로 284-3 (장안보건진료소) .,,여주시,requires_planning_review_existing_public_health_facility
경기도,여주시,주암보건진료소,여주시보건소,보건진료소,031-882-0986,경기도 여주시 북내면 여양2로 1104 (주암보건진료소) .,,여주시,requires_planning_review_existing_public_health_facility
경기도,여주시,하호보건진료소,여주시보건소,보건진료소,031-882-9239,경기도 여주시 금사면 금품1로 712 (금사면 하호보건진료소) .,,여주시,requires_planning_review_existing_public_health_facility
경기도,연천군,늘목리보건진료소,연천군보건의료원,보건진료소,031-832-0894,경기도 연천군 전곡읍 양연로 598 (늘목간파통합마을회관) 늘목리 보건진료소,,연천군,requires_planning_review_existing_public_health_facility
경기도,연천군,동중리보건진료소,연천군보건의료원,보건진료소,031-832-7345,경기도 연천군 왕징면 왕산로 832-1 (동중리 보건진료소) 동중리보건진료소,,연천군,requires_planning_review_existing_public_health_facility
경기도,연천군,마전리보건진료소,연천군보건의료원,보건진료소,031-835-7348,경기도 연천군 미산면 청정로 1325 (마전리보건진료소) 마전리보건진료소,,연천군,requires_planning_review_existing_public_health_facility
경기도,연천군,노곡리보건진료소,연천군보건의료원,보건진료소,031-835-5873,경기도 연천군 백학면 진목로2번길 32 (노곡리보건진료소) 노곡리보건진료소,,연천군,requires_planning_review_existing_public_health_facility
경기도,연천군,양원리보건진료소,연천군보건의료원,보건진료소,031-832-0895,경기도 연천군 전곡읍 양원로46번길 13-5 (양원리 보건진료소 및 마을회관) 양원리보건진료소,,연천군,requires_planning_review_existing_public_health_facility
경기도,연천군,횡산리보건진료소,연천군보건의료원,보건진료소,031-834-2011,"경기도 연천군 중면 군중로 902, 주건축물제2동 (횡산리 보건진료소) 횡산리보건진료소",,연천군,requires_planning_review_existing_public_health_facility
경기도,연천군,고문리보건진료소,연천군보건의료원,보건진료소,031-834-3469,경기도 연천군 연천읍 현문로 427 (고문리보건진료소) 고문리보건진료소,,연천군,requires_planning_review_existing_public_health_facility
경기도,가평군,개곡리보건진료소,가평군보건소,보건진료소,031-582-1191,경기도 가평군 가평읍 당목가일길 211-80 (개곡보건진료소) 개곡보건진료소,,가평군,requires_planning_review_existing_public_health_facility
경기도,가평군,도대리보건진료소,가평군보건소,보건진료소,031-582-0388,경기도 가평군 북면 가화로 2370-14 (도대보건진료소) 도대 보건진료소,,가평군,requires_planning_review_existing_public_health_facility
경기도,가평군,미사리보건진료소,가평군보건소,보건진료소,031-584-4166,경기도 가평군 설악면 미사리로 629 (미사보건진료소) 미사리 보건진료소,,가평군,requires_planning_review_existing_public_health_facility
경기도,가평군,방일리보건진료소,가평군보건소,보건진료소,031-584-7051,경기도 가평군 설악면 양방가루재길 4-18 (방일보건진료소) 방일리 보건진료소,,가평군,requires_planning_review_existing_public_health_facility
경기도,가평군,백둔리보건진료소,가평군보건소,보건진료소,031-582-1011,경기도 가평군 북면 백둔로 417-9 (백둔보건진료소) 백둔리 보건진료소,,가평군,requires_planning_review_existing_public_health_facility
경기도,가평군,산유리보건진료소,가평군보건소,보건진료소,031-582-0294,경기도 가평군 가평읍 호반로 1799-8 (산유보건진료소) 산유리 보건진료소,,가평군,requires_planning_review_existing_public_health_facility
경기도,가평군,삼회리보건진료소,가평군보건소,보건진료소,031-584-2242,"경기도 가평군 청평면 북한강로2010번길 18, 가동 (삼회보건진료소) 삼회리 보건진료소",,가평군,requires_planning_review_existing_public_health_facility
경기도,가평군,상천리보건진료소,가평군보건소,보건진료소,031-584-1795,경기도 가평군 청평면 수리재길 293-19 (상천보건진료소) 상천리 보건진료소,,가평군,requires_planning_review_existing_public_health_facility
경기도,가평군,설곡리보건진료소,가평군보건소,보건진료소,031-584-7771,"경기도 가평군 설악면 봉미산안길7번길 1-6, B동 (설곡보건진료소) 설곡리 보건진료소",,가평군,requires_planning_review_existing_public_health_facility
경기도,가평군,위곡리보건진료소,가평군보건소,보건진료소,031-584-7205,"경기도 가평군 설악면 한서로 228-16, 위곡리보건진료소 (위곡2리마을회관) 위곡리 보건진료소",,가평군,requires_planning_review_existing_public_health_facility
경기도,가평군,율길리보건진료소,가평군보건소,보건진료소,031-584-3494,경기도 가평군 상면 청군로 2043-15 (율길보건진료소) 율길리 보건진료소,,가평군,requires_planning_review_existing_public_health_facility
경기도,가평군,임초리보건진료소,가평군보건소,보건진료소,031-585-1736,경기도 가평군 상면 청군로 699 (임초보건진료소) 임초리 보건진료소,,가평군,requires_planning_review_existing_public_health_facility
경기도,가평군,태봉리보건진료소,가평군보건소,보건진료소,031-585-1568,경기도 가평군 상면 아랫벌길 11 (태봉리보건소) 태봉리 보건진료소,,가평군,requires_planning_review_existing_public_health_facility
경기도,가평군,운악리보건진료소,가평군보건소,보건진료소,031-585-1128,경기도 가평군 조종면 현등사길 7-16 (하판보건진료소) 운악리 보건진료소,,가평군,requires_planning_review_existing_public_health_facility
경기도,가평군,화악리보건진료소,가평군보건소,보건진료소,031-582-3011,경기도 가평군 북면 화악지암길 4 (화악보건진료소) 화악리 보건진료소,,가평군,requires_planning_review_existing_public_health_facility
경기도,양평군,고송보건진료소,양평군보건소,보건진료소,031-770-3461,경기도 양평군 양동면 아랫고슬길8번길 5 (고송보건진료소) .,,양평군,requires_planning_review_existing_public_health_facility
경기도,양평군,곡수보건진료소,양평군보건소,보건진료소,031-770-3463,"경기도 양평군 지평면 곡수길 52, 곡수보건진료소 (곡수보건진료소) .",,양평군,requires_planning_review_existing_public_health_facility
경기도,양평군,금왕보건진료소,양평군보건소,보건진료소,031-770-3460,경기도 양평군 양동면 월리터1길 10 (금왕보건진료소) .,,양평군,requires_planning_review_existing_public_health_facility
경기도,양평군,노문보건진료소,양평군보건소,보건진료소,031-770-3453,"경기도 양평군 서종면 화서1로 258, 노문보건진료소 (노문보건진료소) .",,양평군,requires_planning_review_existing_public_health_facility
경기도,양평군,동오보건진료소,양평군보건소,보건진료소,031-770-3452,"경기도 양평군 강하면 동오1길 42, 동오보건진료소 (동오보건진료소) .",,양평군,requires_planning_review_existing_public_health_facility
경기도,양평군,부안보건진료소,양평군보건소,보건진료소,031-770-3457,"경기도 양평군 단월면 단월로 326, 부안보건진료소 (부안보건진료소) .",,양평군,requires_planning_review_existing_public_health_facility
경기도,양평군,산음보건진료소,양평군보건소,보건진료소,031-770-3456,"경기도 양평군 단월면 봉미산샘골길 10, 산음보건진료소 (산음보건진료소) .",,양평군,requires_planning_review_existing_public_health_facility
경기도,양평군,세월보건진료소,양평군보건소,보건진료소,031-770-3451,경기도 양평군 강상면 세월길 139-1 (세월보건진료소) .,,양평군,requires_planning_review_existing_public_health_facility
경기도,양평군,신론보건진료소,양평군보건소,보건진료소,031-770-3458,경기도 양평군 청운면 신론로 196 (신론보건진료소) .,,양평군,requires_planning_review_existing_public_health_facility
경기도,양평군,조현보건진료소,양평군보건소,보건진료소,031-770-3465,"경기도 양평군 용문면 청용길 12, 조현보건소 (조현보건소) 조현보건진료소",,양평군,requires_planning_review_existing_public_health_facility
경기도,양평군,계정보건진료소,양평군보건소,보건진료소,031-770-3459,경기도 양평군 양동면 양서북로 518 (계정보건진료소) .,,양평군,requires_planning_review_existing_public_health_facility
경기도,양평군,일신보건진료소,양평군보건소,보건진료소,031-770-3464,경기도 양평군 지평면 구둔영화체험길 8 (일신보건진료소) .,,양평군,requires_planning_review_existing_public_health_facility
경기도,양평군,정배보건진료소,양평군보건소,보건진료소,031-770-3454,경기도 양평군 서종면 중미산로 820 (정배보건진료소) .,,양평군,requires_planning_review_existing_public_health_facility
경기도,양평군,단석보건진료소,양평군보건소,보건진료소,031-770-3462,경기도 양평군 양동면 거단길 163 (단석보건진료소) .,,양평군,requires_planning_review_existing_public_health_facility
경기도,양평군,서후보건진료소,양평군보건소,보건진료소,031-770-3455,경기도 양평군 서종면 퉁점길 69-1 서후보건진료소,,양평군,requires_planning_review_existing_public_health_facility
경기도,양평군,갈운보건진료소,양평군보건소,보건진료소,031-770-3466,경기도 양평군 청운면 경강로 4839 갈운보건진료소,,양평군,requires_planning_review_existing_public_health_facility
경기도,양평군,삼산보건진료소,양평군보건소,보건진료소,031-770-3467,경기도 양평군 양동면 도소리길 33 (양동삼산보건진료소) .,,양평군,requires_planning_review_existing_public_health_facility
